,bin,lat,lon,cluster,ОКЭД,Наименование основного вида деятельности,Наименование КРП,Юридическая форма,mean,count,sum
5559,720319450582,76.988476,52.262229,892159023d3ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,2663.548672566372,226.0,601962.0
5560,720503450037,76.97016,52.273808,8921590201bffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (<= 5),ИП,40000.0,1.0,40000.0
5561,720509400033,76.943642,52.290221,89215902403ffff,47251.0,"Розничная торговля напитками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (11-15),ИП,14044.47619047619,147.0,2064538.0
5562,720510450025,76.942105,52.28242,8921590244fffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,3482.6470588235293,34.0,118410.0
5563,720514450067,76.951807,52.296484,892159024abffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,73567.41935483871,31.0,2280590.0
5564,720710450121,77.015363,52.27037,892159023a3ffff,56291.0,Прочие виды организации питания вне населенных пунктов,Малые предприятия (<= 5),ИП,13971.307692307691,26.0,363254.0
5565,720725450689,76.946292,52.288883,8921590240bffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (<= 5),ИП,1433.3655660377358,424.0,607747.0
5566,720728350381,76.982853,52.311826,892159025b3ffff,23630.0,Производство товарного бетона ,Малые предприятия (31-40),ИП,117900.0,1.0,117900.0
5567,720728400906,76.983392,52.266468,8921590206bffff,96090.0,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки",Малые предприятия (<= 5),ИП,2320.0,10.0,23200.0
5568,720819450015,76.97307,52.268319,89215902047ffff,56299.0,"Прочая деятельность по обеспечению питанием, не включенная в другие группировки",Малые предприятия (<= 5),ИП,25482.222222222223,9.0,229340.0
5569,720825400190,76.952571,52.293124,89215902407ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1931.1830985915487,71.0,137114.0
5570,720826450458,76.960323,52.280652,8921590246fffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,8691.666666666666,24.0,208600.0
5571,720828401462,76.942626,52.251391,892159035a3ffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,1439.3939393939395,33.0,47500.0
5572,720906301033,76.920869,52.366008,8921591764bffff,55101.0,"Предоставление услуг гостиницами с ресторанами, за исключением гостиниц, находящихся на придорожной полосе",Малые предприятия (6 - 10),ИП,3340.9,30.0,100227.0
5573,720910401577,76.937919,52.280393,8921590244bffff,93130.0,Деятельность фитнес-клубов,Малые предприятия (6 - 10),ИП,18153.164556962027,79.0,1434100.0
5574,720921350340,76.968264,52.285522,89215902083ffff,45321.0,"Розничная торговля автомобильными деталями, узлами и принадлежностями в торговых объектах с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,16217.460317460318,63.0,1021700.0
5575,720924450026,76.977203,52.249588,8921590220fffff,96090.0,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки",Малые предприятия (<= 5),ИП,1040.0,10.0,10400.0
