,cluster,sum
856,89215395607ffff,2194509.0
857,8921539560bffff,2184510.0
858,89215395613ffff,17075211.0
859,89215395617ffff,2338750.0
860,8921539561bffff,424145183.4
861,89215395623ffff,35627466.01
862,8921539562bffff,25820.0
863,8921539562fffff,78329595.0
864,8921539563bffff,835615.0
865,89215395643ffff,14155763.0
866,89215395647ffff,25899848.0
867,8921539564bffff,3914973.0
868,8921539564fffff,27339206.0
869,89215395653ffff,1144919.0
870,89215395657ffff,48814162.0
871,8921539565bffff,9892322.0
872,89215395663ffff,22862487.0
873,89215395667ffff,22705768.009999998
874,8921539566bffff,8060259.0
875,8921539566fffff,15089201.0
876,89215395677ffff,91550.0
877,8921539567bffff,27116668.509999998
878,89215395683ffff,14342894.04
879,89215395687ffff,1149901.0
880,8921539568fffff,571725.0
881,89215395693ffff,543430.0
882,8921539569bffff,3859907.0
883,892153956abffff,63690.0
884,892153956bbffff,1415000.0
885,892153956c3ffff,9479000.0
886,892153956c7ffff,289534.0
887,892153956cbffff,3535496.0
888,892153956cfffff,1634676.0
889,892153956d3ffff,72614430.74000001
890,892153956d7ffff,3294342.0
891,892153956dbffff,19408289.0
892,89215395c6bffff,2540794.0
893,89215395ea7ffff,654000.0
894,89215395ec7ffff,1274100.0
895,89215395edbffff,146079184.0
896,8921539704fffff,9892077.0
897,8921539ad97ffff,2036875.0
898,8921539adb7ffff,746037.0
